1867925250,902237363,0,52007310,16978,0,7197292,3968,1,682,537,49,14,0,5,3,241016,187093,1,22,59300887,244972,187698,569,23,59244345,7,0,49,26,46,23,23,23,normal
1994338334,903845459,0,52098054,16986,0,7227073,3968,1,682,537,49,14,0,5,3,241338,187347,1,22,59444220,245295,187952,569,23,59387381,7,0,49,26,46,23,23,23,normal
2116573334,905396546,0,52185853,16994,0,7255792,3969,1,682,537,49,14,0,5,3,241659,187599,1,22,59555619,245615,188204,569,23,59498140,7,0,49,26,46,23,23,23,normal
2257767832,907308930,0,52287097,17015,0,7291152,3975,1,701,552,51,14,2,5,3,241978,187854,1,22,59638909,245955,188475,569,23,59581345,7,0,51,27,47,23,24,24,normal
2342047724,908534112,0,52347521,17043,0,7313830,3977,1,709,558,51,14,0,5,3,242300,188106,1,22,59722075,246285,188733,569,23,59664453,7,0,51,27,47,23,24,24,normal
2424036838,909726952,0,52406325,17058,0,7335911,3977,1,709,558,51,14,0,5,3,242621,188358,1,22,59805251,246606,188985,569,23,59747510,7,0,51,27,47,23,24,24,normal
2497865923,910801444,0,52459278,17071,0,7355794,3978,1,709,558,51,14,0,5,3,242942,188610,1,22,59888440,246927,189237,569,23,59830667,7,0,51,27,47,23,24,24,normal
2571694555,911878558,0,52512248,17081,0,7375726,3978,1,709,558,51,14,0,5,3,243263,188862,1,22,59971517,247249,189489,569,23,59913622,7,0,51,27,47,23,24,24,normal
2645522529,912952156,0,52565214,17096,0,7395590,3978,1,709,558,51,14,0,5,3,243579,189114,1,22,60054480,247565,189741,569,23,59996537,7,0,51,27,47,23,24,24,normal
2719348243,914028958,0,52618180,17104,0,7415515,3978,1,709,558,51,14,0,5,3,243899,189366,1,22,60137674,247884,189993,569,23,60079648,7,0,51,27,47,23,24,24,normal
2847152815,915888000,0,52709870,17117,0,7449916,3978,1,709,558,51,14,0,5,3,244215,189618,1,22,60220748,248201,190245,569,23,60162663,7,0,51,27,47,23,24,24,normal
2931290695,917110680,0,52770203,17125,0,7472553,3978,1,709,558,51,14,0,5,3,244534,189870,1,22,60303621,248519,190497,569,23,60245459,7,0,51,27,47,23,24,24,normal
3014353137,918316078,0,52829759,17135,0,7494871,3978,1,709,558,51,14,0,5,3,244853,190122,1,22,60386221,248839,190749,569,23,60328005,7,0,51,27,47,23,24,24,normal
3088019747,919385752,0,52882566,17142,0,7514680,3978,1,709,558,51,14,0,5,3,245171,190374,1,22,60469060,249156,191001,569,23,60410767,7,0,51,27,47,23,24,24,normal
3161770993,920457388,0,52935437,17149,0,7534526,3978,1,709,558,51,14,0,5,3,245490,190626,1,22,60551586,249476,191253,569,23,60493252,7,0,51,27,47,23,24,24,normal
3235513317,921528844,0,52988299,17158,0,7554368,3978,1,709,558,51,14,0,5,3,245806,190878,1,22,60634278,249791,191505,569,23,60575906,7,0,51,27,47,23,24,24,normal
3309342371,922602100,0,53041226,17165,0,7574244,3978,1,709,558,51,14,0,5,3,246125,191130,1,22,60717013,250110,191757,569,23,60658606,7,0,51,27,47,23,24,24,normal
3434291599,924417652,0,53130798,17178,0,7607866,3978,1,709,558,51,14,0,5,3,246441,191382,1,22,60799754,250426,192009,569,23,60741233,7,0,51,27,47,23,24,24,normal
3518340257,925639108,0,53191048,17187,0,7630486,3978,1,709,558,51,14,0,5,3,246765,191634,1,22,60882835,250752,192261,569,23,60824215,7,0,51,27,47,23,24,24,normal
3602257083,926859664,0,53251207,17196,0,7653090,3978,1,709,558,51,14,0,5,3,247093,191886,1,22,60965583,251079,192513,569,23,60907451,7,0,51,27,47,23,24,24,normal
3678390381,927964828,0,53305782,17204,0,7673556,3978,1,709,558,51,14,0,5,3,247415,192138,1,22,61048821,251400,192765,569,23,60990047,7,0,51,27,47,23,24,24,normal
3752141379,929037208,0,53358654,17211,0,7693416,3978,1,709,558,51,14,0,5,3,247733,192390,1,22,61131417,251720,193017,569,23,61072602,7,0,51,27,47,23,24,24,normal
3825966041,930147568,0,53411574,17220,0,7713264,4050,1,709,558,51,14,0,5,3,248085,192750,1,22,61213930,252142,193377,569,23,61155020,7,0,51,27,47,23,24,24,normal
3899636255,931217206,0,53464387,17227,0,7733073,4050,1,709,558,51,14,0,5,3,248415,193002,1,22,61296569,252472,193629,569,23,61237580,7,0,51,27,47,23,24,24,normal
3973461555,932290498,0,53552606,17254,0,7766201,4050,1,709,558,51,14,0,5,3,248729,193254,1,22,61379096,252788,193881,569,23,61320049,7,0,51,27,47,23,24,24,normal
4105179835,934203604,0,53611733,17262,0,7788378,4050,1,709,558,51,14,0,5,3,249049,193506,1,22,61461804,253106,194133,569,23,61402696,7,0,51,27,47,23,24,24,normal
4188995961,935420674,0,53671818,17272,0,7810917,4050,1,709,558,51,14,0,5,3,249365,193758,1,22,61544643,253422,194385,569,23,61485454,7,0,51,27,47,23,24,24,normal
4268608435,936576412,0,53728889,17280,0,7832320,4050,1,709,558,51,14,0,5,3,249647,194010,1,22,61626981,253704,194637,569,23,61567763,7,0,51,27,47,23,24,24,normal
47393193,937648922,0,53781759,17301,0,7852171,4054,1,709,558,51,14,0,5,3,249973,194262,1,22,61709584,254031,194889,569,23,61650303,7,0,51,27,47,23,24,24,normal
121230461,938721108,0,53834682,17422,0,7872024,4055,1,709,558,51,14,0,5,3,250400,194514,1,22,61792016,254457,195141,569,23,61732540,7,0,51,27,47,23,24,24,normal
195058203,939794038,0,53887603,17484,0,7891891,4056,1,709,558,51,14,0,5,3,250669,194766,1,22,61874251,254726,195393,569,23,61814766,7,0,51,27,47,23,24,24,normal
268805885,940865926,0,53940468,17504,0,7911741,4056,1,709,558,51,14,0,5,3,250921,195018,1,22,61956584,254978,195645,569,23,61897232,7,0,51,27,47,23,24,24,normal
395596449,942711950,0,54031362,17516,0,7945925,4057,1,709,558,51,14,0,5,3,251173,195270,1,22,62039060,255230,195897,569,23,61979567,7,0,51,27,47,23,24,24,normal
479116551,943926578,0,54091234,17531,0,7968419,4057,1,709,558,51,14,0,5,3,251425,195522,1,22,62121408,255482,196149,569,23,62061919,7,0,51,27,47,23,24,24,normal
563616473,945139448,0,54151759,17539,0,7990880,4057,1,709,558,51,14,0,5,3,251677,195774,1,22,62205040,255734,196401,569,23,62145598,7,0,51,27,47,23,24,24,normal
646690333,946233182,0,54210912,17547,0,8011136,4057,1,709,558,51,14,0,5,3,251929,196026,1,22,62293333,255986,196653,569,23,62233979,7,0,51,27,47,23,24,24,normal
728169361,947306300,0,54268925,17555,0,8031008,4057,1,709,558,51,14,0,5,3,252187,196278,1,22,62381671,256245,196905,569,23,62322226,7,0,51,27,47,23,24,24,normal
809725811,948378218,0,54326991,17643,0,8050859,4057,1,709,558,51,14,0,5,3,252610,196530,1,22,62470069,256669,197157,569,23,62410451,7,0,51,27,47,23,24,24,normal
891293793,949450094,0,54385060,17811,0,8070709,4057,1,709,558,51,14,0,5,3,253053,196782,1,22,62558465,257110,197409,569,23,62498659,7,0,51,27,47,23,24,24,normal
972860565,950523482,0,54481891,17924,0,8103838,4057,1,709,558,51,14,0,5,3,253338,197034,1,22,62646585,257395,197661,569,23,62586738,7,0,51,27,47,23,24,24,normal
1117703561,952427117,0,54546260,17997,0,8125836,4058,1,709,558,51,14,0,5,3,253639,197287,1,22,62734829,257697,197914,569,23,62674939,7,0,51,27,47,23,24,24,normal
